asin,brand,title,,,rating,review,totalReviews,prices
B07G4G6C2L,Samsung,Samsung Galaxy J7 Refine - Boost Mobile - Prepaid Cell Phone - Carrier Locked,,,3.7," 5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone Blue arrived in good condition and good packaging.I am so excited to finally receive this cell phone, it will be a gift for my nephew back home. Once I received it, I immediately began to charge it and was able to start the phone successfully. The operating system works perfectly and all the necessary updates make for fast and smooth operation. The camera is very powerful and produces excellent pictures. The built in microphone is very good and records audio very clearly. The video record and playback function is seamless and smooth. I also like the size of the phone and it has a good solid feel and weight. This cell phone came with a screen protector already installed and additional screen protectors in the package. This cell phone is very easy to use. I especially like having a dual sim option so that I can have a my work phone number be separate from personal number. This phone is very affordable and looks great!I love this cell phone and would absolutely recommend it to anyone.I received this cell phone at a reduced or discounted price in exchange for my honest and unbiased review.",29,"$149.00,$159.99"
B07G5NL6RB,Samsung,"Samsung Galaxy J8 (32GB) J810M/DS - 6.0"" 18:9 Infintiy Display, 4G LTE Dual SIM Unlocked Phone with Face Unlock, Dual Camera's, Finger Print Sensor (Gold)",,,4.1," Phone looks very nice, with a note equivilent hd screen. The OS is android 5.1, I am unsure if android 6.x is supported. Device has a light duty, slightly flimsy case, you will need to be careful taking it on and off as you could crack it while doing so. It also comes with a screen protector pre-applied so all you have to do is take the plastic bit off of the front and the screen protector is good to go. All of the software on the phone works fine, it has wifi, bluetooth, and sim signal. It has spots for 2 sim cards and 1 sd card, which will be great as an international phone if you plan on going out of the country. cameras both work fine, not super high MP but nothing to be worried about if a phone is your main camera. The phone is fast and I haven't had any trouble running basic apps over wifi like web browsers of facebook app. Basic games seem to work fine as well and run without a hitch. No downside that I can see outside of not being 4g/lte capable. Great phone for the price. Would love to get another one from same seller for my mother.I have received the item at a discounted price in exchange of my honest and unbiased review.",83,
B07G7JQCNX,Xiaomi,"Xiaomi Mi A2 Lite 64GB + 4GB RAM, Dual Camera, LTE AndroidOne Smartphone (Black)",,,3.9,"I purchased this phone as a gift and we were very pleased with the packaging and the purchase. It was so easy to set up with a prepaid SIM card and ready to go. The battery lasts almost the entire day, it's beautiful and clear, and even came with a case, screen protector and headphibes. You can't beat that for a brand new Android, for the price. A lot of people confuse it for a high end phone at first glance. Not bad at all.",120,$152.49 
B07G7N1MD2,Motorola,"Motorola e5 Play 16GB Smartphone , Black",,,3.8,"worked well for a little while, however phone is unable to send or receive picture messages from the very beginning. what's weirder though is that the phone recieves adds at random, the camera app has adds, sometimes just random adds on the home screen and now that the phone is a week outside the return window it no longer charges at all. an absolute piece of garbage, don't waste your money",36,"$99.99,$129.99"
B07G7QZKBG,Xiaomi,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",,,4.4,I wrote more positive review for this phone but after having it bit longer. And have buy a second for my daughter both will be getting returned on Monday. The battery randomly drain even if on charger. And no apps running also can't buy replacement battery. Am a regular customer of Amazon generally have very little complaint on products when I but. DON'T waste your money.,11,$135.00 
B07G8VPHG3,Xiaomi,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",,,4.3,"Not happy with this phone. Not able to get but 1 gh on this phone. I have been with T-Mobile for 5 years and been very satisfied with their service. Because this phone is foreign, neither TMobile or ATT were able to get a faster internet. It is very slow and very often says it cant open the page and says retry. Also, the screen of the phone began cracking within a week of having it. This phone is only good for making phone calls and texting.",125,$153.49 
B07GCBWWPL,Samsung,Samsung Galaxy Note 9 SM-N960F/DS 128GB/6GB 6.4??QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA) (Ocean Blue),,,4.4,Junk,163,"$639.50,$849.99"
B07GDTHH2H,Samsung,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Lavender Purple - 128 GB,,,3.3,Positive: Large screen is good for senior people. Cheap. Maybe ok for those people who don't use phone quite oftenNegative: doesn't cover WCDMA band in US. Only supports GSM network in US though it says WCDMA. Runs quite slow so that I have to slow down entering characters...,7,
B07GGGTT78,Motorola,"Motorola Moto G4 Plus XT1642 4G LTE Dual SIM Factory Unlocked No Warranty Octacore (NO CDMA) 5.5 Inches (Black, 32GB)",,,3,"I ordered two of these based on the reviews..however I am very disappointed as they don't work as advertised, especially the camera and video functionality. I do not recommend and will be returning them.",1,$129.00 
B07GNQ9221,Apple,Apple iPhone 6s 32GB Unlocked GSM 4G LTE Dual-Core Phone - Rose Gold (Renewed),,,3.5," This phone is a very pretty looking phone. It offers a slim profile however still great battery length. The quality is great. I was really satisfied with both the video and sound the phone offers. I have to say the color of the phone is one of my favorite features. It's not a tacky gold color. It don't appear cheap. It's actually more of a flat yet metallic look. The phone is very comfortable to hold and definitely isn't heavy. The battery, sim card slot, and SD slot are very easy to access and use. For me, this is very beneficial as I have to swap batteries often since I have to be on mobile web many hours a day. I often have to store photos and files on the SD cards for work. I also flip my sim cards between phones for work as well. This phone made things more convenient for me. The next favorite feature is the hot spot and tethering. I tether often with work and home life. I live in a town where the internet is very slow, and when I turn my tethering on, I can accomplish all my tasks faster than if I had just used my home wifi. The phone comes preloaded with both apps and quick load tabs. If your a busy person on the run like I am, these features are lifesavers. I often have to swap back and forth between four apps, and use many internet pages all day long. The fast tabs stop you from typing in URLs incorrectly. This phone helps me in both my personal and work life. The phone holds signal better than the prepaid phone I use. The battery life seems to last longer as well. I really enjoy this phone. I've enclosed a video to see the features of the phone. I would recommend this phone. I received this phone for free or at a reduced rate in exchange for my honest opinion.",9,$165.55 
B07GS272K7,ASUS,"ASUS ZS600KL-S845-8G128G ROG Gaming Smartphone 6"" FHD+ 2160x1080 90Hz Display - Qualcomm SD 845 - 8GB RAM/128GB Storage - LTE Unlocked Dual SIM (GSM Only), Black",,,3.9,"Let me begin by saying that this is a wonderful cellphone. I was just impressed with all the quality, features and capabilities that it has. It's very comparable to leading Smartphones and IOS in the market today but at a reasonable price. When i opened the box, it contained all the accessories i need for the cellphone, you name it USB charger, manual, battery pack, headphones and also has extra case and screen protector that normally won't be included when you buy other cellphones. I love that it has dual camera, 2MP on the front and 5MP on back. This smartphone has all the features you would want like camera, messaging, bluetooth capability, WIFI, clock, calculator, wallpapers, calendar, email, GPS, FM, 3G and most of all can download tons of apps in the Play Store. I got the white color and just loves it, very light and thin, it downloads apps quickly, has very responsive touchscreen as well. I received this Smartphone at discount for an honest and unbiased review. All my reviews are completely my own and are based on my overall personal experience using the product. I leave reviews to help other customers make good buying decisions. I definitely would recommend this cellphone. What an excellent buy for what you get all in the package, plus it's unlocked so you can use it with any GSM providers. Not to mention it also has dual sim card slot and with great coverage. I'm very pleased with my new cellphone. It's definitely an Awesome buy!!!",105,"$698.99,$899.99"
